,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-10-09 00:00:00,1010.7884,28.22287,21.97378,68.998505,1.2648934,-1.0218798,0.74546427,0.0,0.5988288,0.26858234,0.0
1,2021-10-09 03:00:00,1009.80566,30.306732,21.944628,61.055843,1.217599,-0.32929644,-1.172225,0.45088246,0.8534446,0.49755383,0.0
2,2021-10-09 06:00:00,1006.71246,31.071838,22.313766,59.76856,3.642926,0.4436664,-3.6158082,0.72046566,0.36565065,0.24943566,0.0
3,2021-10-09 09:00:00,1006.8709,30.253815,23.046711,65.480675,3.532465,0.08573696,-3.5314243,1.2126829e-31,0.18939066,0.1616497,0.0
4,2021-10-09 12:00:00,1008.9747,29.214539,23.509682,71.493065,1.9738834,-0.6498798,-1.8638326,0.00022518635,0.7846775,0.38965583,0.0
5,2021-10-09 15:00:00,1009.90985,28.714142,23.394619,73.08822,0.76863587,-0.71329314,-0.28638086,0.00054228306,0.19944549,0.0,0.0
6,2021-10-09 18:00:00,1009.63116,28.132324,23.365767,75.47369,1.0125077,-0.3108781,0.9636009,0.060790896,0.7487936,0.0,0.0
7,2021-10-09 21:00:00,1009.05914,27.156097,21.874578,72.999146,2.1273916,0.27372763,2.109708,0.0,0.39797878,0.0,0.0
8,2021-10-10 00:00:00,1009.668,27.897217,21.621853,68.82716,2.0714128,0.29464784,2.0503497,0.0,0.5390439,0.0,0.0
9,2021-10-10 03:00:00,1009.7585,32.093536,20.178247,49.473507,1.4608781,0.017203946,1.4607768,0.0,0.46915627,0.0,0.0
10,2021-10-10 06:00:00,1007.3523,32.351654,21.603132,53.22024,4.226174,0.55206287,-4.189961,0.0015466213,0.0886426,0.0,0.0
11,2021-10-10 09:00:00,1006.15045,30.74231,23.115692,63.938892,4.215643,1.3433665,-3.9958742,0.0,0.24086905,0.2297039,0.0
12,2021-10-10 12:00:00,1008.3626,29.393433,24.198582,73.74838,2.5752692,-0.5074624,-2.524776,0.047908068,0.81956553,0.8134692,0.0
13,2021-10-10 15:00:00,1010.2221,28.043854,22.831427,73.452965,2.3641453,-0.5193728,2.3063898,1.6082207,0.62485147,0.44666648,0.0
14,2021-10-10 18:00:00,1008.93146,27.910645,22.240152,71.41631,1.0098635,-0.639228,0.7818003,0.0,0.6597605,0.31332254,0.0
15,2021-10-10 21:00:00,1008.7117,27.529053,22.918938,76.09953,0.3892127,-0.37601903,0.10047986,0.0,0.65048194,0.39927197,0.0
16,2021-10-11 00:00:00,1009.54553,28.167206,22.41863,71.12273,1.2611014,-1.1549242,0.50648487,0.0,0.41875052,0.22171307,0.0
17,2021-10-11 03:00:00,1009.328,31.85556,20.490675,51.12245,0.9533859,-0.9191248,0.25328708,0.00028204918,0.47936726,0.0,0.0
18,2021-10-11 06:00:00,1006.9956,31.65503,22.431602,58.231586,4.078896,0.38006136,-4.0611506,0.01182127,0.3686843,0.056180477,0.0
19,2021-10-11 09:00:00,1006.0553,30.56543,23.055029,64.353195,3.3315942,1.7948424,-2.8067884,0.3082478,0.7251153,0.52350163,0.0
20,2021-10-11 12:00:00,1007.7401,29.552551,23.605152,70.51459,1.3722804,0.060186446,-1.3709599,0.7407117,0.89869547,0.7487917,0.0
21,2021-10-11 15:00:00,1009.3796,28.190125,23.473448,75.70976,0.6397354,-0.6128394,0.18354635,1.9015253,0.69851136,0.47670197,0.0
22,2021-10-11 18:00:00,1008.2158,28.01059,22.182116,70.75041,1.3738747,-0.8410729,1.086337,0.0,0.7360401,0.43829274,0.0
23,2021-10-11 21:00:00,1007.792,27.602875,22.79272,75.1943,1.4217273,-0.43401077,1.3538623,0.0,0.7093117,0.140867,0.0
24,2021-10-12 00:00:00,1008.4649,28.052124,21.151129,66.269005,0.93742096,-0.5043889,0.7901581,0.0,0.58309174,0.0,0.0
