,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-10-20 00:00:00,1013.7657,28.2771,21.801012,68.0596,2.0054567,-1.5780642,1.237566,0.0,0.409961,0.68872,0.040070295
1,2021-10-20 03:00:00,1012.6102,30.309052,22.713135,63.968212,2.0765736,-0.272612,-2.0586016,0.028567327,0.48121023,0.49204588,0.46460056
2,2021-10-20 06:00:00,1010.62805,30.567566,23.067245,64.39287,4.0217223,0.20057066,-4.016718,0.053712487,0.50132275,0.5116167,0.13412201
3,2021-10-20 09:00:00,1010.2111,30.456604,22.912863,64.2012,2.9837813,0.8351752,-2.864513,0.08071178,0.6578007,0.38169432,0.26945722
4,2021-10-20 12:00:00,1011.9709,28.674805,23.626747,74.28724,1.3004192,1.2973808,0.08884424,2.3476527,0.74107146,0.49505544,0.0
5,2021-10-20 15:00:00,1013.08374,27.605957,23.593336,78.90583,1.0629808,-1.0600578,-0.07877589,1.9586751,0.847985,0.75754404,0.38653493
6,2021-10-20 18:00:00,1012.2085,26.256073,22.797958,81.42107,1.8215823,-1.7625456,0.45999488,3.3693466e-09,0.85440946,0.96391916,0.46584463
7,2021-10-20 21:00:00,1011.4861,25.951141,22.831936,83.07499,1.6659439,-0.59308124,1.5567992,0.58749914,0.6854441,0.8406098,0.24756253
8,2021-10-21 00:00:00,1012.1189,26.899475,22.771238,78.26191,0.4398512,-0.34163386,0.27704763,0.52591944,0.5361581,0.80746984,0.023984551
9,2021-10-21 03:00:00,1012.581,30.35147,22.95842,64.76782,1.8884265,-0.31134924,-1.8625833,0.1499052,0.8420899,0.7139187,0.039066434
10,2021-10-21 06:00:00,1010.1688,30.39685,23.660631,67.39589,2.8277564,0.07185613,-2.8268433,3.624843,0.79320836,0.57207704,0.27296305
11,2021-10-21 09:00:00,1009.11926,29.54483,23.966528,72.09571,2.95204,0.008324524,-2.9520283,2.4036808,0.80106497,0.31170368,0.0
12,2021-10-21 12:00:00,1011.25305,27.633575,23.79061,79.71909,2.0724955,-0.72419137,1.9418508,2.8848848,1.0,0.45739746,0.0
13,2021-10-21 15:00:00,1012.3427,26.825104,23.56838,82.48347,1.780598,-0.09637736,1.7779878,0.093235016,0.6131818,0.5113344,0.0
14,2021-10-21 18:00:00,1011.30835,26.957672,22.827774,78.261986,1.0794866,-1.0244479,0.34029084,0.0,0.65270543,0.42428613,0.0
15,2021-10-21 21:00:00,1011.2761,25.474426,23.574583,89.38037,1.6211612,-1.5611569,-0.43698183,0.30459023,1.0,0.5433912,0.0
16,2021-10-22 00:00:00,1012.38477,26.78601,23.65968,83.129295,1.6353482,-1.6320875,0.10321912,0.011862756,0.87327147,0.0,0.0
17,2021-10-22 03:00:00,1012.295,30.964447,21.874199,58.547256,2.5933282,-2.3978539,-0.98774916,0.15292454,0.46741676,0.0,0.0
18,2021-10-22 06:00:00,1009.89343,30.800964,23.516619,65.285324,3.7752595,-0.11951915,-3.773367,1.2555256,0.42708135,0.0,0.0
19,2021-10-22 09:00:00,1009.0289,30.216797,23.394238,67.011765,3.0218859,-0.5500388,-2.9714057,0.0,0.44210935,0.0,0.0
20,2021-10-22 12:00:00,1011.236,29.104828,23.299927,71.04408,0.35036442,0.25349277,0.24186079,0.2170906,0.9284909,0.1370461,0.0
21,2021-10-22 15:00:00,1012.71484,28.31076,23.050814,73.28552,0.908393,-0.25964126,0.8704966,0.11664581,0.6727481,0.034079313,0.0
22,2021-10-22 18:00:00,1011.59326,28.125366,22.77164,72.840195,1.1822903,-1.0483108,0.5466764,0.0,0.6404798,0.0,0.0
23,2021-10-22 21:00:00,1010.6307,27.416962,23.498753,79.33105,1.08433,-0.7004014,0.8277738,0.0,0.5879662,0.0,0.0
24,2021-10-23 00:00:00,1011.48285,27.877625,22.566809,72.988846,1.3539252,-0.9098737,1.0026182,0.0,0.44955754,0.0,0.0
