,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-10-24 00:00:00,1012.05475,27.852295,22.845335,74.341835,1.8960391,-1.3497695,1.331573,0.0,0.5884266,0.1785264,0.0
1,2021-10-24 03:00:00,1010.7933,31.378357,21.838516,57.056957,2.6945212,-2.6286764,-0.5920341,0.0025064242,0.37320733,0.017344475,0.0
2,2021-10-24 06:00:00,1008.82477,30.747284,23.36286,64.881836,4.3840785,-0.63892186,-4.3372717,0.12165332,0.34128928,0.08543253,0.0
3,2021-10-24 09:00:00,1008.1828,30.323853,22.754757,64.07535,2.9780643,0.014237886,-2.9780302,0.0,0.09180331,0.0,0.0
4,2021-10-24 12:00:00,1009.4591,29.406586,22.941538,68.319,1.7403392,0.25924146,-1.7209225,0.0,0.26321292,0.0,0.0
5,2021-10-24 15:00:00,1011.12616,28.419586,23.693666,75.70203,1.7452729,1.7378014,0.16131894,0.020509176,0.6758051,0.0,0.0
6,2021-10-24 18:00:00,1010.375,27.062347,23.884428,82.901505,1.810131,1.4292915,1.1107205,0.0,0.62220216,0.0,0.0
7,2021-10-24 21:00:00,1009.34235,27.111206,23.54385,80.98726,1.1586167,0.2865353,1.1226264,0.0,0.6535742,0.0,0.0
8,2021-10-25 00:00:00,1010.80865,27.990906,21.980633,69.96762,1.1829844,0.17901379,1.1693614,0.0,0.79056406,0.06484461,0.0
9,2021-10-25 03:00:00,1010.34827,31.379272,21.220413,54.93666,1.2948192,-0.03919634,-1.2942258,0.074417785,0.57689595,0.30499887,0.0
10,2021-10-25 06:00:00,1008.16766,31.169952,21.900242,57.95656,3.9034748,0.5074974,-3.870344,0.41147238,0.26729488,0.0,0.0
11,2021-10-25 09:00:00,1006.9945,30.477325,22.423275,62.24893,3.0975537,0.4325457,-3.0672045,0.0,0.21342897,0.061467648,0.0
12,2021-10-25 12:00:00,1008.7859,29.563354,22.809006,67.16223,0.66876733,0.41990745,-0.520507,0.027162433,0.4760816,0.0,0.0
13,2021-10-25 15:00:00,1010.30176,28.842712,22.988447,70.78665,1.2513763,-1.161882,0.46472874,0.18538487,0.6668918,0.0,0.0
14,2021-10-25 18:00:00,1009.2451,28.022614,22.573746,72.40398,1.7702341,-1.7194871,0.42082423,0.0,0.41984987,0.0,0.0
15,2021-10-25 21:00:00,1008.31036,27.066223,23.047045,78.80291,1.5111203,-1.4966058,0.20893982,0.0,0.48609495,0.0,0.0
16,2021-10-26 00:00:00,1009.6622,28.007416,22.689224,72.977684,1.2050046,-1.203521,0.059776757,0.0,0.33275533,0.0,0.0
17,2021-10-26 03:00:00,1009.8111,30.710052,21.490257,58.027424,2.3612795,-0.62808186,-2.2762148,0.32181263,0.6866009,0.31364155,0.0
18,2021-10-26 06:00:00,1007.6338,30.819946,23.155115,63.807434,3.4232397,-0.31844702,-3.4083958,0.42986023,0.61574125,0.1441462,0.0
19,2021-10-26 09:00:00,1006.62036,30.252838,23.311321,66.53951,3.1464837,-0.75250167,-3.0551763,0.15921223,0.6335213,0.030032158,0.0
20,2021-10-26 12:00:00,1008.904,28.89148,23.601467,73.247314,1.3698723,-0.9217771,-1.0133494,0.3800751,0.7292347,0.5391145,0.0
21,2021-10-26 15:00:00,1010.3293,28.067749,23.273367,75.33726,1.1208435,-0.16909409,1.1080151,0.67850137,0.97045326,0.23218608,0.0
22,2021-10-26 18:00:00,1009.2696,27.500977,23.003252,76.6147,1.7649531,-0.99403584,1.4584074,0.0,0.6193335,0.40338206,0.0
23,2021-10-26 21:00:00,1008.6176,26.979462,22.947721,78.73145,1.1578501,-1.1308268,0.24869183,0.0,0.6330061,0.22458029,0.0
24,2021-10-27 00:00:00,1009.6998,27.681519,22.962809,75.623825,0.932688,-0.8983063,0.25090373,0.0,0.4976437,0.0,0.0
