,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-11-11 00:00:00,1009.3969,27.352356,21.505241,70.55265,1.98079,1.311202,1.4846812,0.0,0.44316173,0.85996914,0.844439
1,2021-11-11 03:00:00,1007.85925,30.279327,21.38592,59.099037,0.987784,-0.48778084,0.85894537,0.0,0.061263323,1.0,0.888993
2,2021-11-11 06:00:00,1007.3507,30.419464,22.762726,63.755653,1.9248619,0.18373428,-1.9160727,1.7030103,0.7818804,0.9400115,0.8609326
3,2021-11-11 09:00:00,1007.6052,28.561829,23.778786,75.4637,1.1223036,-0.40927505,-1.0450164,9.329987,1.0,0.9589753,0.86322045
4,2021-11-11 12:00:00,1009.8809,28.608643,23.720873,74.99696,0.72633135,0.50311804,-0.5238602,1.6878071,0.61489034,1.0,0.7089896
5,2021-11-11 15:00:00,1010.45746,28.233612,23.187168,74.22479,2.4319246,2.1776528,1.0826291,0.0,0.22639179,0.9594662,0.78011346
6,2021-11-11 18:00:00,1009.57336,27.690979,22.672268,74.26332,2.591791,2.090601,1.5319161,0.0,0.13079476,1.0,0.73868084
7,2021-11-11 21:00:00,1008.5508,27.613281,21.866388,71.032616,1.6904871,0.8365419,1.4689943,0.0,0.0,1.0,0.9044249
8,2021-11-12 00:00:00,1008.83124,27.315521,21.891657,72.39455,2.1675818,1.5207586,1.5445725,0.0013847352,0.18070221,1.0,0.8746793
9,2021-11-12 03:00:00,1009.5187,29.408264,22.125532,65.010605,3.2615821,3.2088535,0.58410335,0.5192511,0.17122841,0.9781995,0.8277571
10,2021-11-12 06:00:00,1007.0771,33.186707,20.690187,48.00669,4.2047973,3.8222084,1.7524387,0.0,0.0,0.8741653,0.5744469
11,2021-11-12 09:00:00,1005.8295,32.311737,22.451595,56.17146,3.1625617,3.088706,-0.6794785,0.021695137,0.15821934,1.0,0.5583482
12,2021-11-12 12:00:00,1008.6756,30.614868,21.753521,59.29116,2.3154905,1.0307665,2.073407,0.0,0.13511968,0.9419708,0.81656194
13,2021-11-12 15:00:00,1009.60724,29.12024,22.04713,65.78763,1.9304924,0.5518209,1.8499445,0.0,0.59354186,0.8975463,0.76784825
14,2021-11-12 18:00:00,1008.7425,28.431183,21.298874,65.41134,3.175185,-0.053189218,3.1747394,0.0,0.69376135,1.0,0.84076524
15,2021-11-12 21:00:00,1008.3029,27.16211,21.819307,72.72763,2.001703,1.2516025,1.5621481,0.0,0.5151937,0.94960165,0.844738
16,2021-11-13 00:00:00,1009.0321,27.55368,21.416935,69.34917,1.1353986,0.9740312,0.5834323,0.0,0.03293729,0.8168328,0.64168096
17,2021-11-13 03:00:00,1009.52826,31.445038,20.245377,51.542778,2.1102893,0.3302458,-2.0842886,0.0,0.0,0.645442,0.4108169
18,2021-11-13 06:00:00,1007.28503,31.508331,21.839998,56.641525,3.32262,0.6366703,-3.2610512,0.024353981,0.2790928,0.44576287,0.594486
19,2021-11-13 09:00:00,1006.2777,31.077515,24.049097,66.352844,2.8667018,1.3575104,-2.524905,0.33567047,0.73020315,0.5497272,0.46539092
20,2021-11-13 12:00:00,1008.41644,30.003357,22.268515,63.367332,1.8906556,-0.63910973,1.7793586,2.2070503,0.7665794,0.7345872,0.6906786
21,2021-11-13 15:00:00,1010.1522,28.293182,23.814041,76.815315,2.056999,-2.0093198,0.44031692,0.013637544,0.6544466,0.9273412,0.7591002
22,2021-11-13 18:00:00,1009.0219,27.521393,24.207066,82.27593,0.47033024,-0.3380611,-0.32699424,0.0,0.75208855,0.82905674,0.6817727
23,2021-11-13 21:00:00,1008.481,26.853851,23.273294,80.89178,1.2730533,1.2162306,0.37609535,0.0,0.5952196,0.880043,0.7344856
24,2021-11-14 00:00:00,1009.9519,26.651672,22.804737,79.57397,1.211574,0.9675364,0.72923577,0.0,0.7478943,0.6123893,0.64916515
