,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-10-16 00:00:00,1009.63727,28.42392,21.993876,68.27898,1.3151731,0.75418305,1.0774453,0.0,0.5419781,0.0,0.076937914
1,2021-10-16 03:00:00,1009.6745,31.290863,21.877848,57.47986,2.0696166,0.3172383,-2.0451581,0.047772452,0.47129083,0.6946633,0.14025867
2,2021-10-16 06:00:00,1006.7238,31.37967,22.971157,61.118073,3.3304253,0.015417354,-3.3303895,0.3091941,0.19660306,0.0,0.0948503
3,2021-10-16 09:00:00,1006.2604,30.498444,23.723211,67.257256,4.0855265,0.6814597,-4.028292,0.0,0.5548322,0.36844492,0.12019682
4,2021-10-16 12:00:00,1008.0134,29.376007,23.842886,72.26331,1.4730439,-0.0145660695,-1.4729719,0.27067405,0.8689103,0.6841619,0.17833495
5,2021-10-16 15:00:00,1009.71405,28.078064,23.965546,78.49592,1.1995362,-0.22725272,1.1778129,0.44006193,0.8664398,0.6556964,0.13560426
6,2021-10-16 18:00:00,1008.891,28.011932,22.77698,73.34759,1.2948487,-0.34361786,1.248423,0.0,0.7466445,0.6890683,0.12450409
7,2021-10-16 21:00:00,1008.4231,27.371277,23.664782,80.34318,0.9598079,-0.8413788,-0.46185806,0.0,0.7555704,0.7270267,0.19010317
8,2021-10-17 00:00:00,1009.58136,27.753815,23.53899,77.9705,0.92498475,-0.91486996,-0.13641745,0.0,0.62200236,0.19110179,0.26710296
9,2021-10-17 03:00:00,1009.2955,31.439026,22.503633,59.209885,1.8882391,-1.2176995,-1.4431406,0.09025419,0.5939071,0.05873251,0.22539067
10,2021-10-17 06:00:00,1007.74475,31.214355,24.146498,66.22272,3.5068007,-0.2739838,-3.496081,1.6311213,0.5169616,0.0,0.13846529
11,2021-10-17 09:00:00,1006.28625,30.760742,23.999641,67.36451,2.8315582,-0.35522583,-2.809188,0.0,0.49523234,0.087512255,0.0826118
12,2021-10-17 12:00:00,1008.80524,28.54889,24.083633,76.91601,0.39178872,-0.3457666,0.18423861,2.9263945,1.0,0.33828712,0.13717711
13,2021-10-17 15:00:00,1011.0364,27.393799,23.106457,77.580124,1.5581591,0.51711035,1.4698492,3.3559346,0.9767525,0.7687409,0.059396386
14,2021-10-17 18:00:00,1009.8481,27.049011,22.936996,78.359276,1.1924384,-0.15558337,1.1822449,0.071398735,1.0,0.45909595,0.15670991
15,2021-10-17 21:00:00,1008.89044,26.901337,23.400007,81.285095,1.8297057,-1.54694,0.9771387,0.00016117096,0.90449643,0.18684173,0.036838174
16,2021-10-18 00:00:00,1010.92664,27.288055,23.626722,80.55161,1.1370176,-1.1367521,0.024567572,0.0,0.7340913,0.54700184,0.34013486
17,2021-10-18 03:00:00,1011.72406,30.233612,23.488861,67.33009,2.539981,-1.4936093,-2.0544183,0.3132229,0.8308246,0.43911457,0.18761158
18,2021-10-18 06:00:00,1010.05365,30.255585,24.328518,70.72411,3.2636187,-0.71662956,-3.1839676,2.878623,0.57057166,0.383502,0.24660039
19,2021-10-18 09:00:00,1009.5205,30.001648,24.186825,71.15713,2.0984344,-0.27129108,-2.080824,3.5787075,0.776309,0.3167386,0.106738925
20,2021-10-18 12:00:00,1011.7905,28.721008,23.850069,75.09013,0.9474599,-0.7671959,0.5559593,3.346977,0.8701601,0.15016365,0.5116513
21,2021-10-18 15:00:00,1013.4812,28.265076,23.421925,75.14601,0.91092634,-0.07379166,0.9079326,0.0,0.71619487,0.22432041,0.57561827
22,2021-10-18 18:00:00,1012.1074,28.016571,23.19979,75.227615,0.9320514,-0.61525255,0.70013154,0.0,0.6881802,0.1606884,0.38136053
23,2021-10-18 21:00:00,1011.5932,27.326965,23.429766,79.41989,0.47318417,-0.45930964,0.11374488,0.0,0.6560917,0.12624264,0.1821959
24,2021-10-19 00:00:00,1013.031,27.667786,23.691051,79.084625,1.5150547,-1.4768366,0.33814868,0.0,0.6746409,0.0,0.18157923
