,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-10-07 00:00:00,1009.545,27.784393,20.466654,64.53759,1.6978568,-0.37676173,1.6555266,0.0,0.6013944,0.13783193,0.0
1,2021-10-07 03:00:00,1009.727,30.355194,20.839113,56.90012,1.7035416,-0.2654683,-1.6827302,0.12461934,0.7255175,0.0,0.0
2,2021-10-07 06:00:00,1006.90607,30.509064,21.446545,58.542328,3.9123666,0.4863683,-3.8820174,0.014393754,0.0,0.0,0.0
3,2021-10-07 09:00:00,1007.1912,30.071625,22.133234,62.601448,4.1107464,0.7858048,-4.0349407,0.0,0.126225,0.0,0.0
4,2021-10-07 12:00:00,1008.9588,29.074463,22.469242,67.67814,2.4915752,-0.24851884,-2.4791503,0.00038646162,0.8267484,0.47834635,0.0
5,2021-10-07 15:00:00,1010.0462,28.535675,21.556124,66.04718,1.7843587,-1.2229279,1.2993782,0.06318386,0.73334384,0.0,0.0
6,2021-10-07 18:00:00,1009.4897,27.427643,21.436447,69.94671,1.4669942,-0.33377093,1.4285198,0.00022645295,0.6560378,0.0,0.036651134
7,2021-10-07 21:00:00,1008.9088,26.715973,19.801271,65.944176,1.4934604,0.011504625,1.4934161,0.0,0.67712426,0.0,0.13073575
8,2021-10-08 00:00:00,1010.4781,27.290375,19.705194,63.375137,1.2001683,0.18474346,1.1858641,0.0,0.7301779,0.0,0.0
9,2021-10-08 03:00:00,1011.084,30.512451,20.69271,55.883537,1.1648388,0.38630623,-1.0989162,0.008583501,0.5738442,0.045619488,0.0
10,2021-10-08 06:00:00,1009.37225,30.702972,21.735548,58.92813,3.5265512,0.1525159,-3.5232518,0.02058728,0.0,0.6581352,0.0
11,2021-10-08 09:00:00,1007.7668,30.061707,22.19465,62.871807,2.894848,0.21477808,-2.8868697,0.0,0.08971405,0.3696754,0.0
12,2021-10-08 12:00:00,1009.12787,29.038635,22.764656,69.04524,0.871076,-0.50950897,-0.7065224,0.0,0.5609393,0.28678417,0.0
13,2021-10-08 15:00:00,1010.69464,28.287079,20.790438,63.934593,3.1922748,-0.36368936,3.17149,1.3266242e-24,0.5374944,0.20601344,0.0
14,2021-10-08 18:00:00,1009.41425,27.550812,20.407358,65.18684,2.2879078,-1.0367639,2.0395203,0.0,0.5826347,0.02449894,0.0
15,2021-10-08 21:00:00,1009.1892,27.157532,19.924053,64.74395,1.8602611,-0.75866175,1.6985298,0.0,0.7273545,0.0,0.0
16,2021-10-09 00:00:00,1009.9418,27.992493,19.252293,59.135056,1.8685542,-0.952562,1.60752,0.0,0.33506536,0.0,0.0
17,2021-10-09 03:00:00,1009.67554,32.154724,18.662619,44.86736,1.4901943,-1.3059849,0.71769273,0.0,0.0,0.0,0.0
18,2021-10-09 06:00:00,1007.77875,31.788239,21.472519,54.509354,4.213134,0.24613051,-4.2059383,0.0,0.19353962,0.0,0.0
19,2021-10-09 09:00:00,1006.727,30.794739,22.06011,59.791893,3.9188168,0.8835357,-3.8179169,0.0,0.0,0.0,0.0
20,2021-10-09 12:00:00,1008.4526,29.528534,22.863756,67.520874,2.359591,0.15960315,-2.354187,0.0,0.37220907,0.4224515,0.0
21,2021-10-09 15:00:00,1009.9693,28.951294,23.032143,70.5285,1.0737932,-0.93888605,-0.5210804,0.0,0.36253262,0.23950529,0.0
22,2021-10-09 18:00:00,1009.0714,28.236572,21.741299,67.97218,1.1947875,0.2602738,1.1660938,0.0,0.6728046,0.0,0.0
23,2021-10-09 21:00:00,1008.6555,27.104279,20.893566,68.95149,2.4590673,0.19161068,2.4515908,0.0,0.6415093,0.0,0.0
24,2021-10-10 00:00:00,1009.6066,27.656769,20.672306,65.85065,2.388244,0.7540567,2.2660775,0.0,0.61433935,0.0,0.0
