,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-10-18 00:00:00,1011.0999,28.76944,22.768446,70.14758,2.5111308,-2.510897,0.034271114,0.0,0.7303808,0.6785922,0.62034464
1,2021-10-18 03:00:00,1012.1627,28.909271,23.68305,73.53201,3.1998522,-1.9518741,-2.535595,5.587173,0.76520205,0.8636918,0.6051614
2,2021-10-18 06:00:00,1009.2868,30.320435,22.66255,63.730656,3.3610768,-0.013972801,-3.3610477,1.4031825,0.52197886,0.6520078,0.645036
3,2021-10-18 09:00:00,1009.9431,29.928406,23.08352,66.865715,2.1796532,-0.102808766,-2.1772273,0.82370234,0.51517487,0.6284473,0.67989206
4,2021-10-18 12:00:00,1011.6074,28.915344,23.230106,71.526245,0.9933717,-0.9931122,-0.022706868,2.863134,0.695951,0.49941993,0.5024307
5,2021-10-18 15:00:00,1013.71375,27.321625,24.356369,83.992966,2.8058271,2.4220705,1.416418,3.7213507,0.7972634,0.70794606,0.5215142
6,2021-10-18 18:00:00,1012.7101,26.71347,23.451445,82.44468,2.8311684,2.042007,1.9610511,0.65693283,0.80328465,0.8054497,0.58997774
7,2021-10-18 21:00:00,1011.9759,26.244934,23.401606,84.50252,3.4469774,3.0200367,1.6616353,0.028738022,0.60084677,0.7857833,0.7083039
8,2021-10-19 00:00:00,1012.95874,27.303772,22.6749,75.97949,3.4999802,3.0907247,1.6423402,0.0,0.47527838,0.5802889,0.6682899
9,2021-10-19 03:00:00,1013.59357,32.066925,20.575127,50.777073,2.4471824,1.9664271,1.4566625,0.0,0.18962431,0.59930277,0.41459274
10,2021-10-19 06:00:00,1010.4574,33.890625,20.894924,46.73414,2.8617125,2.830338,-0.42259446,0.013364792,0.5614443,0.7994666,0.20450771
11,2021-10-19 09:00:00,1009.9565,30.073547,23.696495,68.80715,0.65506244,-0.5786536,-0.3070291,6.940338,0.8009262,0.5172689,0.18794239
12,2021-10-19 12:00:00,1011.98883,29.045319,23.805414,73.493454,2.3770955,-2.323952,0.49983028,0.37176514,0.7500863,0.48467374,0.17397428
13,2021-10-19 15:00:00,1013.70074,28.129028,23.567713,76.412704,1.5220898,-0.20053224,1.5088222,2.8884315,0.82857394,0.6815138,0.233145
14,2021-10-19 18:00:00,1012.1555,28.03534,23.934372,78.544655,1.796741,-1.4332234,1.0835816,0.02935791,0.6087127,0.77142954,0.1606592
15,2021-10-19 21:00:00,1011.60834,27.310303,24.105532,82.79485,1.6537048,-1.6537011,0.0034742977,0.37431335,0.6547053,0.93379545,0.31895828
16,2021-10-20 00:00:00,1012.8374,27.901703,23.876595,78.885635,0.97957367,-0.8858892,0.418049,0.33831024,0.47014952,0.6540077,0.3538146
17,2021-10-20 03:00:00,1012.5402,31.153961,22.132595,58.836864,2.0592139,-1.9612434,-0.6276037,0.020233154,0.3900423,0.31778622,0.60128
18,2021-10-20 06:00:00,1009.81067,31.304565,23.883846,64.85256,3.6155355,-0.4755655,-3.5841224,1.1686668,0.7415619,0.06858349,0.3222121
19,2021-10-20 09:00:00,1009.36304,29.862305,24.254866,72.02317,3.9238794,-0.56067145,-3.8836164,3.2288897,0.9045017,0.6998682,0.32639956
20,2021-10-20 12:00:00,1011.69037,27.02475,24.165516,84.49856,1.787436,0.5562827,1.6986692,22.037481,0.957865,0.6527381,0.0
21,2021-10-20 15:00:00,1012.70636,27.511108,23.333841,78.1139,0.8849571,-0.22547637,0.8557508,0.22092438,0.8147595,0.71701837,0.0
22,2021-10-20 18:00:00,1011.55475,27.28955,23.139454,78.2118,0.760906,-0.6584761,0.3812966,0.030597687,0.8195448,0.7085297,0.0
23,2021-10-20 21:00:00,1011.1747,26.375305,23.561777,84.667274,0.3262187,-0.313756,-0.089307405,0.007041931,0.83570385,0.45471478,0.0
24,2021-10-21 00:00:00,1011.82733,27.316284,23.534214,79.971535,0.41998595,-0.099550284,0.4080171,0.0,0.69433737,0.54721427,0.0
