,datetime,mslp,t2m,td2m,rh2,ws10,u10,v10,rain03,clflo,clfmi,clfhi
0,2021-12-23 00:00:00,1011.08997,27.27649,23.046446,77.83293,1.5267863,-0.1939654,1.5144153,0.0,0.71036506,0.7555437,0.5143173
1,2021-12-23 03:00:00,1009.9747,30.875061,21.983604,59.24106,1.8925894,1.7256036,0.7772949,0.0,0.42481112,0.53195286,0.42821598
2,2021-12-23 06:00:00,1008.6831,30.06073,23.191265,66.792145,3.2489362,2.1058123,-2.474094,5.765606,0.8684783,0.616658,0.4523257
3,2021-12-23 09:00:00,1007.3386,27.906769,23.099842,75.255615,1.913709,0.99039066,-1.6375008,14.717089,0.9515047,0.79928684,0.40448475
4,2021-12-23 12:00:00,1010.35223,26.832062,23.839956,83.80798,0.989098,0.9616785,-0.23127769,13.327252,0.9721942,0.8893316,0.84720635
5,2021-12-23 15:00:00,1012.08466,25.83435,23.993198,89.720116,0.96264076,0.95990306,-0.07254874,12.139139,0.92056036,1.0,0.8818574
6,2021-12-23 18:00:00,1010.6281,26.017181,23.528194,86.30536,1.8409911,-0.23853731,1.8254721,0.10125351,0.736459,0.9621422,0.8746784
7,2021-12-23 21:00:00,1008.9117,25.750763,23.458448,87.311775,0.6653581,0.12423915,0.65365595,0.014478207,0.75477886,0.83393383,0.7740586
8,2021-12-24 00:00:00,1009.7642,26.249512,22.717373,81.05582,2.081365,2.0015957,0.57069737,0.0,0.26932454,0.31406713,0.72870183
9,2021-12-24 03:00:00,1010.571,30.013062,22.060791,62.536057,3.9021955,3.7517548,1.0730634,0.0,0.6325524,0.6757641,0.8041756
10,2021-12-24 06:00:00,1007.9543,31.67691,19.201334,47.67688,4.0272217,4.0170937,0.2854363,0.0,0.0,0.04347372,0.47115648
11,2021-12-24 09:00:00,1006.638,31.03534,21.687613,57.65012,3.1885478,3.1883752,-0.033184696,0.0,0.27733946,0.0,0.25447452
12,2021-12-24 12:00:00,1009.352,28.564636,23.49868,74.18982,3.3552012,3.1834216,1.0598121,0.016613007,0.35166478,0.27275085,0.0
13,2021-12-24 15:00:00,1010.6206,27.357117,23.447382,79.36381,2.9817388,2.7897058,1.0527622,0.0,0.4200809,0.2553327,0.0
14,2021-12-24 18:00:00,1009.8168,26.473328,23.241186,82.56669,2.4879851,2.3764381,0.73662174,0.0,0.49717045,0.5403724,0.0
15,2021-12-24 21:00:00,1008.67834,25.407074,23.288523,88.204704,2.4504135,2.2194653,1.0385087,0.0,0.461869,0.23708129,0.0
16,2021-12-25 00:00:00,1010.3377,25.88385,23.19444,85.25608,2.9543736,2.5248768,1.5340536,0.0,0.62312865,0.23365021,0.014379621
17,2021-12-25 03:00:00,1010.59357,29.72644,22.864956,66.75934,3.6697168,3.659425,-0.2746454,0.0739212,0.75956416,0.30117726,0.18925965
18,2021-12-25 06:00:00,1009.0794,30.045532,23.82331,69.445724,4.293775,3.2391639,-2.8185678,2.7198453,0.8478899,0.06968069,0.16736937
19,2021-12-25 09:00:00,1008.07764,29.168152,23.831865,73.088745,3.67112,3.4099383,-1.3599421,4.7646346,0.9231925,0.23948193,0.1938988
20,2021-12-25 12:00:00,1010.1653,28.283508,23.732738,76.48376,2.6193144,2.4942741,-0.7996276,1.8846817,0.71154,0.14339161,0.06286633
21,2021-12-25 15:00:00,1011.94147,27.162354,23.871136,82.35002,2.7799187,2.7798395,-0.020984255,0.0,0.47897053,0.21335459,0.18540514
22,2021-12-25 18:00:00,1011.0078,25.962189,23.69514,87.46176,2.2598028,2.1934953,0.54340327,0.0,0.40392327,0.284441,0.3005333
23,2021-12-25 21:00:00,1009.63983,24.937714,23.360556,91.10245,2.668794,2.2637098,1.413534,0.0,0.4414289,0.12134981,0.18662035
24,2021-12-26 00:00:00,1011.226,26.005219,22.656298,81.93232,2.388317,2.0494103,1.2263671,0.0,0.408679,0.21829414,0.3123263
